t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,yaw_deg,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
51.977,166.0,-167.0,-0.15779714286327362,-0.15951943397521973,1,0,127,0.960,-45.19,0.0400,0.2090,-0.1201,0.1756,0.0857,0.0089,-0.0248,-0.0180
52.027,164.0,-156.0,-0.14739400148391724,-0.15745379030704498,1,0,127,0.960,-48.21,0.0553,0.2317,-0.1359,0.1957,0.0912,0.0243,-0.0192,-0.0025
52.077,169.0,-147.0,-0.13896611332893372,-0.1621289998292923,1,0,127,0.960,-50.56,0.0958,0.2448,-0.1282,0.2295,0.0948,0.0390,-0.0157,0.0121
52.127,186.0,-117.0,-0.11081766337156296,-0.1780325025320053,1,0,127,0.960,-52.09,0.1094,0.2503,-0.1302,0.2402,0.0969,0.0541,-0.0135,0.0272
52.177,190.0,-113.0,-0.10707641392946243,-0.18180833756923676,1,0,127,0.960,-53.70,0.1299,0.2432,-0.1191,0.2487,0.0983,0.0680,-0.0121,0.0411
52.227,184.0,-117.0,-0.1107952818274498,-0.17612259089946747,1,0,127,0.960,-55.52,0.1689,0.2345,-0.0977,0.2719,0.1031,0.0796,-0.0073,0.0527
52.277,179.0,-119.0,-0.11263164132833481,-0.17136836051940918,1,0,127,0.970,-57.40,0.1696,0.2352,-0.1068,0.2696,0.1124,0.0879,0.0019,0.0610
52.327,152.0,-125.0,-0.11801829189062119,-0.14562088251113892,1,0,127,0.970,-59.13,0.1689,0.2402,-0.1195,0.2682,0.1213,0.0964,0.0108,0.0695
52.377,142.0,-123.0,-0.11604020744562149,-0.13603775203227997,1,0,127,0.970,-60.71,0.1769,0.2411,-0.1238,0.2722,0.1268,0.1046,0.0164,0.0777
52.427,100.0,-129.0,-0.12136396765708923,-0.0958758071064949,1,0,127,0.970,-62.20,0.1871,0.2333,-0.1191,0.2743,0.1311,0.1116,0.0206,0.0847
52.477,81.0,-133.0,-0.1250082403421402,-0.07769094407558441,1,0,127,0.970,-63.61,0.2014,0.2157,-0.1037,0.2763,0.1345,0.1162,0.0240,0.0893
52.527,65.0,-137.0,-0.12868313491344452,-0.06236777454614639,1,0,127,0.970,-64.92,0.1717,0.2120,-0.1193,0.2454,0.1392,0.1182,0.0287,0.0914
52.577,63.0,-136.0,-0.12773652374744415,-0.0604451447725296,1,0,106,0.970,-66.33,0.1298,0.2126,-0.1426,0.2042,0.1393,0.1177,0.0289,0.0908
52.627,67.0,-139.0,-0.13056808710098267,-0.06429523229598999,1,0,127,0.970,-67.84,0.1198,0.1944,-0.1348,0.1843,0.1407,0.1175,0.0303,0.0906
52.677,67.0,-142.0,-0.1333818882703781,-0.06430920958518982,1,0,127,0.970,-69.32,0.1478,0.1649,-0.1021,0.1966,0.1444,0.1166,0.0340,0.0897
52.727,50.0,-161.0,-0.1511169821023941,-0.04806724935770035,1,0,127,0.970,-70.70,0.1561,0.1554,-0.0951,0.1987,0.1493,0.1157,0.0388,0.0888
52.777,42.0,-161.0,-0.15108755230903625,-0.0403776690363884,1,0,127,0.970,-71.99,0.1489,0.1652,-0.1110,0.1927,0.1533,0.1145,0.0428,0.0876
52.827,23.0,-155.0,-0.14541973173618317,-0.02210182696580887,1,0,127,0.970,-72.97,0.1643,0.1499,-0.0952,0.2010,0.1575,0.1136,0.0470,0.0867
52.877,11.0,-148.0,-0.13884852826595306,-0.010564830154180527,1,0,105,0.950,-73.54,0.1868,0.1214,-0.0635,0.2136,0.1609,0.1118,0.0505,0.0849
52.927,-5.0,-146.0,-0.13697180151939392,0.004801487550139427,1,0,127,0.950,-73.97,0.1804,0.1081,-0.0540,0.2033,0.1626,0.1090,0.0522,0.0821
52.977,-6.0,-151.0,-0.1416550576686859,0.005763988476246595,1,0,127,0.970,-74.53,0.1556,0.0952,-0.0502,0.1753,0.1642,0.1017,0.0537,0.0749
53.027,-12.0,-166.0,-0.15570370852947235,0.011542114429175854,1,0,127,0.970,-75.34,0.1432,0.0830,-0.0441,0.1596,0.1669,0.0927,0.0564,0.0658
53.077,-14.0,-173.0,-0.16225777566432953,0.013474076054990292,1,0,127,1.000,-76.32,0.1368,0.0706,-0.0362,0.1496,0.1681,0.0853,0.0576,0.0584
53.126,-33.0,-214.0,-0.20065061748027802,0.031891871243715286,1,0,112,1.000,-77.33,0.1345,0.0424,-0.0119,0.1405,0.1710,0.0742,0.0605,0.0473
53.177,-41.0,-221.0,-0.20722654461860657,0.039654441177845,1,0,127,0.970,-78.35,0.1255,0.0243,0.0015,0.1278,0.1731,0.0653,0.0627,0.0384
53.227,-73.0,-250.0,-0.2345532774925232,0.0708545595407486,1,0,119,0.970,-79.27,0.1142,0.0159,0.0056,0.1151,0.1744,0.0588,0.0639,0.0319
53.277,-79.0,-252.0,-0.2364814728498459,0.07669674605131149,1,0,127,0.940,-80.36,0.0881,0.0092,0.0056,0.0884,0.1743,0.0494,0.0638,0.0225
53.327,-90.0,-246.0,-0.23098693788051605,0.08729996532201767,1,0,127,0.940,-81.34,0.0679,0.0054,0.0049,0.0680,0.1732,0.0432,0.0627,0.0163
53.377,-88.0,-240.0,-0.22535023093223572,0.08529377728700638,1,0,127,0.970,-82.20,0.0439,-0.0038,0.0097,0.0430,0.1706,0.0351,0.0602,0.0082
53.427,-79.0,-232.0,-0.2177743762731552,0.07649676501750946,1,0,127,0.970,-83.22,0.0211,-0.0226,0.0249,0.0183,0.1669,0.0235,0.0564,-0.0034
53.477,-70.0,-243.0,-0.22798201441764832,0.06788040697574615,1,0,127,0.970,-83.51,0.0067,-0.0757,0.0759,-0.0019,0.1636,0.0120,0.0532,-0.0149
53.526,-57.0,-273.0,-0.2559033930301666,0.05551015958189964,1,0,127,0.970,-83.80,-0.0076,-0.0518,0.0507,-0.0132,0.1612,0.0024,0.0508,-0.0245
53.577,-54.0,-282.0,-0.26428160071372986,0.05266134440898895,1,0,127,0.940,-83.96,-0.0220,-0.0399,0.0374,-0.0261,0.1580,-0.0075,0.0476,-0.0344
53.627,-46.0,-301.0,-0.28194981813430786,0.04499863460659981,1,0,127,0.940,-83.55,-0.0112,-0.0579,0.0563,-0.0176,0.1553,-0.0154,0.0449,-0.0423
53.677,-38.0,-308.0,-0.2884252667427063,0.03721780702471733,1,0,127,0.960,-83.00,-0.0050,-0.0324,0.0316,-0.0089,0.1523,-0.0212,0.0419,-0.0480
53.727,-25.0,-298.0,-0.2790379226207733,0.024444684386253357,1,0,127,0.960,-82.32,-0.0166,0.0019,-0.0041,-0.0162,0.1485,-0.0251,0.0381,-0.0520
53.777,-14.0,-294.0,-0.2752760350704193,0.013680215924978256,1,0,127,0.940,-81.54,-0.0237,0.0150,-0.0183,-0.0212,0.1432,-0.0284,0.0328,-0.0553
53.827,5.0,-290.0,-0.2715338468551636,-0.004882661160081625,1,0,127,0.940,-80.56,-0.0187,0.0169,-0.0197,-0.0157,0.1379,-0.0321,0.0275,-0.0590
53.877,10.0,-291.0,-0.2724717855453491,-0.009766868315637112,1,0,127,0.960,-79.66,-0.0182,0.0220,-0.0249,-0.0139,0.1339,-0.0371,0.0235,-0.0640
53.927,25.0,-307.0,-0.2874284088611603,-0.024481795728206635,1,0,127,0.960,-78.87,-0.0167,0.0284,-0.0311,-0.0109,0.1302,-0.0416,0.0198,-0.0685
53.977,26.0,-311.0,-0.29116109013557434,-0.02547864429652691,1,0,124,0.950,-78.16,-0.0177,0.0370,-0.0399,-0.0098,0.1269,-0.0448,0.0165,-0.0717
54.027,35.0,-327.0,-0.3061189651489258,-0.03439636528491974,1,0,127,0.950,-77.54,-0.0203,0.0519,-0.0550,-0.0086,0.1230,-0.0469,0.0126,-0.0738
54.077,37.0,-327.0,-0.30613112449645996,-0.03636172413825989,1,0,127,0.930,-76.94,-0.0199,0.0636,-0.0664,-0.0050,0.1196,-0.0474,0.0091,-0.0743
54.127,42.0,-319.0,-0.2987067401409149,-0.04121479019522667,1,0,127,0.930,-76.27,-0.0161,0.0740,-0.0757,0.0020,0.1158,-0.0462,0.0054,-0.0731
54.177,43.0,-314.0,-0.2940519452095032,-0.04215844348073006,1,0,127,0.930,-75.56,-0.0114,0.0823,-0.0825,0.0095,0.1124,-0.0447,0.0019,-0.0716
54.227,49.0,-291.0,-0.27264267206192017,-0.04785417020320892,1,0,127,0.930,-74.81,-0.0071,0.0852,-0.0841,0.0155,0.1098,-0.0441,-0.0007,-0.0709
54.277,49.0,-283.0,-0.26517778635025024,-0.04779352247714996,1,0,127,0.950,-74.14,-0.0027,0.0881,-0.0855,0.0214,0.1081,-0.0440,-0.0023,-0.0709
54.327,57.0,-263.0,-0.24656514823436737,-0.05542893707752228,1,0,127,0.950,-73.60,0.0015,0.0868,-0.0829,0.0260,0.1070,-0.0441,-0.0034,-0.0710
54.377,58.0,-260.0,-0.2437707483768463,-0.056377071887254715,1,0,108,0.950,-73.18,0.0068,0.0831,-0.0775,0.0306,0.1061,-0.0443,-0.0043,-0.0712
54.427,56.0,-258.0,-0.24188761413097382,-0.05441812425851822,1,0,127,0.950,-72.85,0.0122,0.0778,-0.0707,0.0346,0.1061,-0.0445,-0.0043,-0.0714
54.477,57.0,-262.0,-0.245631143450737,-0.05542100593447685,1,0,118,0.950,-72.53,0.0157,0.0730,-0.0649,0.0369,0.1070,-0.0439,-0.0035,-0.0708
54.527,53.0,-266.0,-0.24933713674545288,-0.05156223848462105,1,0,52,0.950,-72.17,0.0128,0.0703,-0.0630,0.0337,0.1082,-0.0423,-0.0022,-0.0691
54.577,52.0,-264.0,-0.24746249616146088,-0.05057491734623909,1,0,127,0.960,-71.75,0.0080,0.0697,-0.0637,0.0294,0.1090,-0.0403,-0.0014,-0.0671
54.627,46.0,-249.0,-0.23341558873653412,-0.04464692994952202,1,0,127,0.960,-71.28,0.0061,0.0675,-0.0620,0.0275,0.1096,-0.0377,-0.0009,-0.0646
54.677,45.0,-246.0,-0.23060765862464905,-0.04365897923707962,1,0,61,0.980,-70.79,0.0062,0.0644,-0.0588,0.0271,0.1100,-0.0348,-0.0004,-0.0617
54.727,38.0,-226.0,-0.21188652515411377,-0.036775100976228714,1,0,84,0.980,-70.38,0.0051,0.0582,-0.0531,0.0244,0.1108,-0.0324,0.0004,-0.0593
54.777,37.0,-222.0,-0.20814387500286102,-0.0357903391122818,1,0,85,0.950,-69.89,0.0019,0.0461,-0.0426,0.0177,0.1117,-0.0310,0.0012,-0.0579
54.827,38.0,-213.0,-0.19973470270633698,-0.03671933710575104,1,0,127,0.950,-69.50,-0.0019,0.0306,-0.0293,0.0089,0.1119,-0.0304,0.0015,-0.0573
54.877,39.0,-216.0,-0.20254361629486084,-0.03769839182496071,1,0,92,0.960,-69.08,-0.0040,0.0164,-0.0168,0.0021,0.1127,-0.0292,0.0023,-0.0561
54.927,46.0,-230.0,-0.2156633883714676,-0.044537849724292755,1,0,90,0.960,-68.63,-0.0056,0.0043,-0.0060,-0.0036,0.1133,-0.0287,0.0029,-0.0556
54.977,47.0,-231.0,-0.21660341322422028,-0.04551152512431145,1,0,127,0.950,-68.21,-0.0067,-0.0041,0.0013,-0.0077,0.1143,-0.0283,0.0038,-0.0552
55.027,48.0,-241.0,-0.22595374286174774,-0.046538595110177994,1,0,127,0.950,-67.83,-0.0082,-0.0088,0.0050,-0.0109,0.1157,-0.0274,0.0053,-0.0543
55.077,48.0,-240.0,-0.22501938045024872,-0.04653257876634598,1,0,127,0.960,-67.39,-0.0111,-0.0116,0.0064,-0.0147,0.1172,-0.0262,0.0067,-0.0531
55.127,46.0,-237.0,-0.22220492362976074,-0.044576872140169144,1,0,127,0.960,-66.90,-0.0153,-0.0151,0.0079,-0.0200,0.1182,-0.0250,0.0078,-0.0519
55.177,47.0,-232.0,-0.2175380140542984,-0.04551716521382332,1,0,127,0.970,-66.50,-0.0205,-0.0210,0.0111,-0.0272,0.1191,-0.0244,0.0086,-0.0513
55.227,55.0,-231.0,-0.21665091812610626,-0.053256627172231674,1,0,127,0.970,-66.08,-0.0259,-0.0294,0.0164,-0.0356,0.1194,-0.0243,0.0090,-0.0512
55.277,58.0,-231.0,-0.2166706770658493,-0.056160859763622284,1,0,94,0.960,-65.63,-0.0299,-0.0398,0.0239,-0.0437,0.1194,-0.0253,0.0090,-0.0522
55.327,73.0,-244.0,-0.22894349694252014,-0.07079781591892242,1,0,127,0.960,-65.27,-0.0316,-0.0488,0.0310,-0.0491,0.1199,-0.0272,0.0095,-0.0541
55.377,75.0,-248.0,-0.23270215094089508,-0.0727754458785057,1,0,127,0.970,-64.88,-0.0325,-0.0544,0.0355,-0.0525,0.1204,-0.0297,0.0100,-0.0566
55.427,88.0,-270.0,-0.2534121572971344,-0.08564930409193039,1,0,94,0.970,-64.48,-0.0330,-0.0557,0.0360,-0.0537,0.1211,-0.0324,0.0106,-0.0593
55.477,89.0,-273.0,-0.256229430437088,-0.08666083216667175,1,0,127,0.970,-64.09,-0.0345,-0.0522,0.0319,-0.0538,0.1216,-0.0346,0.0111,-0.0615
55.527,96.0,-281.0,-0.2638019621372223,-0.093587227165699,1,0,119,0.970,-63.70,-0.0382,-0.0455,0.0239,-0.0544,0.1213,-0.0363,0.0108,-0.0631
55.577,97.0,-280.0,-0.26288068294525146,-0.09454687684774399,1,0,127,0.940,-63.33,-0.0417,-0.0389,0.0160,-0.0548,0.1213,-0.0381,0.0108,-0.0650
55.627,107.0,-275.0,-0.25834882259368896,-0.10420774668455124,1,0,127,0.940,-62.97,-0.0447,-0.0337,0.0098,-0.0551,0.1213,-0.0405,0.0108,-0.0674
55.677,110.0,-272.0,-0.2555866539478302,-0.10707895457744598,1,0,127,0.950,-62.65,-0.0460,-0.0304,0.0058,-0.0548,0.1211,-0.0430,0.0107,-0.0699
55.727,126.0,-272.0,-0.2558521330356598,-0.12264007329940796,1,0,122,0.950,-62.35,-0.0454,-0.0275,0.0033,-0.0530,0.1211,-0.0454,0.0106,-0.0723
55.777,128.0,-272.0,-0.2558879256248474,-0.1245848536491394,1,0,127,0.930,-62.06,-0.0421,-0.0239,0.0014,-0.0484,0.1213,-0.0479,0.0109,-0.0748
55.827,143.0,-286.0,-0.2693113088607788,-0.13946965336799622,1,0,113,0.930,-61.80,-0.0371,-0.0184,-0.0013,-0.0414,0.1218,-0.0503,0.0114,-0.0772
55.877,143.0,-287.0,-0.2702493965625763,-0.13949188590049744,1,0,127,0.960,-61.55,-0.0325,-0.0088,-0.0078,-0.0327,0.1224,-0.0522,0.0120,-0.0791
55.927,145.0,-293.0,-0.27592185139656067,-0.14157792925834656,1,0,127,0.960,-61.31,-0.0296,0.0049,-0.0185,-0.0236,0.1232,-0.0528,0.0127,-0.0796
55.977,145.0,-293.0,-0.27592185139656067,-0.14157792925834656,1,0,96,0.950,-61.10,-0.0283,0.0198,-0.0310,-0.0152,0.1233,-0.0523,0.0129,-0.0792
56.027,145.0,-287.0,-0.2702926695346832,-0.14144055545330048,1,0,127,0.950,-60.92,-0.0286,0.0313,-0.0412,-0.0098,0.1230,-0.0516,0.0126,-0.0785
56.077,144.0,-280.0,-0.2637031376361847,-0.14031140506267548,1,0,127,0.950,-60.77,-0.0292,0.0465,-0.0549,-0.0028,0.1222,-0.0498,0.0118,-0.0766
56.126,145.0,-261.0,-0.2458903044462204,-0.14088457822799683,1,0,127,0.950,-60.65,-0.0275,0.0547,-0.0612,0.0028,0.1213,-0.0476,0.0109,-0.0745
56.177,146.0,-257.0,-0.24215412139892578,-0.14177443087100983,1,0,113,0.960,-60.56,-0.0251,0.0599,-0.0645,0.0075,0.1209,-0.0462,0.0105,-0.0731
56.227,148.0,-248.0,-0.23373958468437195,-0.14353565871715546,1,0,105,0.960,-60.51,-0.0185,0.0653,-0.0660,0.0160,0.1206,-0.0438,0.0102,-0.0707
56.276,147.0,-247.0,-0.23278118669986725,-0.1425478458404541,1,0,127,0.950,-60.47,-0.0119,0.0696,-0.0664,0.0240,0.1212,-0.0416,0.0108,-0.0685
56.327,137.0,-241.0,-0.22696729004383087,-0.13275662064552307,1,0,127,0.950,-60.45,-0.0072,0.0735,-0.0675,0.0299,0.1219,-0.0394,0.0114,-0.0663
56.377,135.0,-243.0,-0.2288106232881546,-0.13085517287254333,1,0,123,0.950,-60.44,-0.0025,0.0771,-0.0683,0.0359,0.1230,-0.0362,0.0125,-0.0631
56.427,116.0,-225.0,-0.21163690090179443,-0.11220046877861023,1,0,127,0.950,-60.45,-0.0000,0.0784,-0.0682,0.0386,0.1241,-0.0330,0.0136,-0.0599
56.477,113.0,-218.0,-0.20503351092338562,-0.10921052098274231,1,0,127,0.970,-60.48,0.0002,0.0770,-0.0669,0.0381,0.1246,-0.0294,0.0142,-0.0563
56.527,104.0,-203.0,-0.19086255133152008,-0.1003502756357193,1,0,127,0.970,-60.55,-0.0004,0.0693,-0.0605,0.0337,0.1252,-0.0249,0.0147,-0.0518
56.577,102.0,-192.0,-0.18052567541599274,-0.09830885380506516,1,0,127,0.970,-60.63,-0.0001,0.0611,-0.0533,0.0299,0.1253,-0.0224,0.0149,-0.0493
56.627,100.0,-183.0,-0.17206425964832306,-0.09629704058170319,1,0,127,0.970,-60.77,0.0018,0.0486,-0.0415,0.0253,0.1256,-0.0196,0.0152,-0.0465
56.677,99.0,-186.0,-0.1748691201210022,-0.09536251425743103,1,0,85,0.950,-60.90,0.0055,0.0353,-0.0282,0.0220,0.1263,-0.0173,0.0159,-0.0442
56.727,94.0,-185.0,-0.17388615012168884,-0.09054061025381088,1,0,127,0.950,-61.06,0.0099,0.0224,-0.0148,0.0195,0.1277,-0.0155,0.0172,-0.0424
56.777,89.0,-184.0,-0.17290601134300232,-0.08571919798851013,1,0,127,0.980,-61.24,0.0127,0.0110,-0.0035,0.0164,0.1293,-0.0135,0.0189,-0.0404
56.827,79.0,-190.0,-0.17845048010349274,-0.07613746076822281,1,0,127,0.980,-61.42,0.0133,-0.0005,0.0068,0.0114,0.1310,-0.0119,0.0205,-0.0388
56.877,73.0,-190.0,-0.1784069985151291,-0.07035725563764572,1,0,127,0.970,-61.61,0.0114,-0.0127,0.0165,0.0040,0.1323,-0.0109,0.0219,-0.0378
56.927,66.0,-187.0,-0.17555123567581177,-0.06359410285949707,1,0,127,0.970,-61.80,0.0076,-0.0258,0.0263,-0.0055,0.1334,-0.0100,0.0229,-0.0369
56.977,65.0,-186.0,-0.17460858821868896,-0.0626247450709343,1,0,127,0.960,-62.05,0.0026,-0.0397,0.0363,-0.0164,0.1336,-0.0099,0.0231,-0.0368
57.027,68.0,-187.0,-0.1755637675523758,-0.06552053987979889,1,0,127,0.960,-62.32,-0.0016,-0.0549,0.0478,-0.0269,0.1334,-0.0112,0.0230,-0.0381
57.077,71.0,-192.0,-0.18026643991470337,-0.0684441477060318,1,0,127,0.970,-62.61,-0.0033,-0.0689,0.0596,-0.0346,0.1342,-0.0133,0.0237,-0.0402
57.127,75.0,-205.0,-0.19246913492679596,-0.07239711284637451,1,0,127,0.970,-62.92,-0.0033,-0.0800,0.0697,-0.0394,0.1355,-0.0155,0.0251,-0.0424
57.177,76.0,-212.0,-0.1990305483341217,-0.07341879606246948,1,0,127,0.960,-63.23,-0.0027,-0.0877,0.0771,-0.0419,0.1372,-0.0176,0.0267,-0.0445
57.227,73.0,-226.0,-0.2121078222990036,-0.07063712924718857,1,0,127,0.960,-63.55,-0.0033,-0.0923,0.0812,-0.0441,0.1388,-0.0198,0.0284,-0.0467
57.277,71.0,-234.0,-0.21957449615001678,-0.06877031922340393,1,0,109,0.930,-63.88,-0.0062,-0.0948,0.0823,-0.0473,0.1400,-0.0219,0.0296,-0.0487
57.327,69.0,-245.0,-0.22984324395656586,-0.06692861765623093,1,0,94,0.930,-64.22,-0.0113,-0.0955,0.0810,-0.0517,0.1407,-0.0239,0.0303,-0.0508
57.377,69.0,-249.0,-0.23358246684074402,-0.06696435064077377,1,0,127,0.960,-64.60,-0.0177,-0.0951,0.0783,-0.0568,0.1408,-0.0263,0.0304,-0.0532
57.427,75.0,-257.0,-0.24111613631248474,-0.07286517322063446,1,0,127,0.960,-65.00,-0.0232,-0.0942,0.0756,-0.0608,0.1407,-0.0293,0.0303,-0.0562
57.477,80.0,-265.0,-0.2486458122730255,-0.07780937850475311,1,0,127,0.950,-65.42,-0.0272,-0.0926,0.0729,-0.0632,0.1404,-0.0329,0.0300,-0.0597
57.527,88.0,-272.0,-0.25528210401535034,-0.08567477762699127,1,0,127,0.950,-65.86,-0.0292,-0.0878,0.0682,-0.0626,0.1398,-0.0361,0.0293,-0.0630
57.577,91.0,-281.0,-0.263734370470047,-0.08871543407440186,1,0,127,0.940,-66.30,-0.0298,-0.0794,0.0607,-0.0592,0.1394,-0.0387,0.0289,-0.0656
57.626,91.0,-290.0,-0.2721472680568695,-0.08884166181087494,1,0,127,0.940,-66.76,-0.0292,-0.0692,0.0520,-0.0541,0.1392,-0.0415,0.0288,-0.0684
57.677,91.0,-299.0,-0.280558317899704,-0.08897276222705841,1,0,127,0.910,-67.22,-0.0297,-0.0582,0.0421,-0.0499,0.1386,-0.0444,0.0282,-0.0713
57.727,85.0,-301.0,-0.282345175743103,-0.08313685655593872,1,0,127,0.910,-67.70,-0.0311,-0.0454,0.0302,-0.0461,0.1383,-0.0463,0.0279,-0.0732
57.777,85.0,-305.0,-0.2860815227031708,-0.08319319039583206,1,0,127,0.940,-68.21,-0.0345,-0.0315,0.0164,-0.0437,0.1373,-0.0472,0.0268,-0.0741
57.827,83.0,-303.0,-0.28418710827827454,-0.08120889961719513,1,0,127,0.940,-68.74,-0.0383,-0.0189,0.0037,-0.0425,0.1357,-0.0484,0.0253,-0.0753
57.877,86.0,-303.0,-0.28422674536705017,-0.08414290100336075,1,0,127,0.950,-69.24,-0.0409,-0.0064,-0.0085,-0.0405,0.1337,-0.0493,0.0233,-0.0762
57.927,88.0,-299.0,-0.2805168926715851,-0.08604095876216888,1,0,127,0.950,-69.88,-0.0416,0.0057,-0.0197,-0.0371,0.1316,-0.0495,0.0212,-0.0764
57.977,87.0,-293.0,-0.27489736676216125,-0.08497960865497589,1,0,114,0.950,-70.47,-0.0391,0.0176,-0.0297,-0.0310,0.1297,-0.0489,0.0193,-0.0757
58.027,85.0,-290.0,-0.27206841111183167,-0.08298661559820175,1,0,127,0.950,-71.07,-0.0345,0.0287,-0.0383,-0.0234,0.1284,-0.0476,0.0180,-0.0745
58.077,80.0,-286.0,-0.2682701647281647,-0.07805721461772919,1,0,70,0.940,-71.67,-0.0298,0.0379,-0.0454,-0.0164,0.1275,-0.0459,0.0171,-0.0728
58.127,70.0,-277.0,-0.2597547173500061,-0.06820792704820633,1,0,127,0.940,-72.27,-0.0258,0.0458,-0.0514,-0.0106,0.1272,-0.0435,0.0168,-0.0704
58.177,63.0,-270.0,-0.25315168499946594,-0.06132454052567482,1,0,89,0.950,-72.89,-0.0234,0.0512,-0.0558,-0.0073,0.1271,-0.0407,0.0166,-0.0676
58.227,57.0,-262.0,-0.245631143450737,-0.05542100593447685,1,0,84,0.950,-73.46,-0.0208,0.0542,-0.0579,-0.0045,0.1271,-0.0377,0.0167,-0.0646
58.277,54.0,-253.0,-0.23720282316207886,-0.052438657730817795,1,0,127,0.970,-74.12,-0.0188,0.0553,-0.0583,-0.0030,0.1269,-0.0347,0.0164,-0.0616
58.327,52.0,-245.0,-0.22971558570861816,-0.05044251307845116,1,0,127,0.970,-74.85,-0.0161,0.0540,-0.0563,-0.0014,0.1261,-0.0322,0.0156,-0.0591
58.377,52.0,-243.0,-0.2278469055891037,-0.050429247319698334,1,0,71,0.940,-75.52,-0.0121,0.0518,-0.0532,0.0013,0.1250,-0.0297,0.0146,-0.0566
58.427,46.0,-233.0,-0.218467116355896,-0.04455441236495972,1,0,126,0.940,-76.20,-0.0077,0.0500,-0.0503,0.0045,0.1236,-0.0256,0.0132,-0.0524
58.477,41.0,-231.0,-0.21657268702983856,-0.039702288806438446,1,0,89,0.940,-76.80,-0.0024,0.0465,-0.0458,0.0083,0.1230,-0.0218,0.0126,-0.0487
58.527,29.0,-220.0,-0.20624537765979767,-0.028045831248164177,1,0,127,0.940,-77.46,0.0032,0.0418,-0.0401,0.0122,0.1232,-0.0182,0.0127,-0.0451
58.577,21.0,-217.0,-0.2034197449684143,-0.02030227519571781,1,0,127,0.980,-78.13,0.0063,0.0364,-0.0344,0.0137,0.1233,-0.0136,0.0128,-0.0405
58.627,11.0,-213.0,-0.1996641606092453,-0.010629802942276001,1,0,127,0.980,15.33,-0.0453,-0.0518,-0.0573,-0.0380,0.1215,-0.0125,0.0110,-0.0394
58.676,6.0,-209.0,-0.19592101871967316,-0.005795503966510296,1,0,127,0.970,14.67,-0.0352,-0.0458,-0.0457,-0.0354,0.1185,-0.0138,0.0081,-0.0407
58.726,2.0,-210.0,-0.19685404002666473,-0.0019320507999509573,1,0,68,0.970,14.00,-0.0256,-0.0390,-0.0343,-0.0316,0.1155,-0.0155,0.0051,-0.0424
58.777,-1.0,-210.0,-0.1968538612127304,0.0009660254581831396,1,0,127,0.950,13.38,-0.0150,-0.0310,-0.0218,-0.0267,0.1127,-0.0173,0.0022,-0.0442
58.827,-6.0,-207.0,-0.19405151903629303,0.005794229917228222,1,0,127,0.950,12.79,-0.0043,-0.0218,-0.0090,-0.0204,0.1104,-0.0188,-0.0001,-0.0457
58.877,-11.0,-211.0,-0.1977948546409607,0.010627415962517262,1,0,127,0.950,12.24,0.0064,-0.0134,0.0034,-0.0145,0.1089,-0.0192,-0.0015,-0.0461
58.927,-21.0,-213.0,-0.19968119263648987,0.020293015986680984,1,0,127,0.950,11.73,0.0157,-0.0064,0.0141,-0.0095,0.1081,-0.0188,-0.0023,-0.0457
58.977,-28.0,-219.0,-0.20530761778354645,0.02707562781870365,1,0,127,0.950,11.26,0.0244,-0.0019,0.0236,-0.0066,0.1079,-0.0179,-0.0025,-0.0448
59.027,-39.0,-222.0,-0.20815233886241913,0.03772473707795143,1,0,127,0.950,10.82,0.0318,0.0000,0.0313,-0.0060,0.1082,-0.0166,-0.0023,-0.0435
59.077,-46.0,-224.0,-0.21005521714687347,0.04450547322630882,1,0,127,0.960,10.38,0.0377,-0.0003,0.0370,-0.0071,0.1088,-0.0152,-0.0016,-0.0421
59.127,-51.0,-234.0,-0.21943020820617676,0.04940261319279671,1,0,127,0.960,9.96,0.0425,-0.0023,0.0415,-0.0097,0.1099,-0.0141,-0.0005,-0.0410
59.176,-54.0,-239.0,-0.22412195801734924,0.052341289818286896,1,0,127,0.950,9.54,0.0462,-0.0051,0.0447,-0.0127,0.1115,-0.0133,0.0011,-0.0402
59.227,-58.0,-244.0,-0.2288220077753067,0.056254107505083084,1,0,127,0.950,9.12,0.0485,-0.0057,0.0469,-0.0134,0.1132,-0.0122,0.0027,-0.0391
59.277,-61.0,-250.0,-0.23445123434066772,0.05921044945716858,1,0,122,0.960,8.71,0.0478,-0.0042,0.0466,-0.0114,0.1147,-0.0095,0.0042,-0.0364
59.327,-69.0,-253.0,-0.23732128739356995,0.06700077652931213,1,0,127,0.960,8.30,0.0457,-0.0031,0.0448,-0.0097,0.1161,-0.0072,0.0056,-0.0341
59.377,-74.0,-258.0,-0.24204112589359283,0.07190407067537308,1,0,127,0.940,7.88,0.0416,-0.0041,0.0407,-0.0098,0.1170,-0.0053,0.0066,-0.0322
59.426,-83.0,-265.0,-0.24867892265319824,0.08072596043348312,1,0,127,0.940,7.45,0.0374,-0.0062,0.0363,-0.0110,0.1175,-0.0039,0.0071,-0.0307
59.477,-88.0,-266.0,-0.24967198073863983,0.08559903502464294,1,0,127,0.960,7.05,0.0319,-0.0098,0.0305,-0.0137,0.1184,-0.0020,0.0079,-0.0289
